RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,STRATUM,INTERVIEW_START,INTERVIEW_END,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,GOVPROTCT,MOREGUNIMPACT,FIN_SIT,VET1,VOL12_CPS,INTFREQ,INTFREQ_COLLAPSED,RADIO,NHISLL,RELIGCAT1,EDUCCAT,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACECMB,RACETHN,AGEGRP,AGECAT,BIRTHPLACE,GENDER,ADULTS,VOTED2024,VOTEGEN_POST,INC_SDT1,CREGION,METRO,BASEWT,WEIGHT
5070.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,About the same,Suburban,Americans are divided when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Catholic,H.S. graduate or less,Yes,Independent,The Democratic Party,Dem/Lean Dem,Yes,White,Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$50,000 to less than $70,000",South,Metropolitan,0.802200473100524,0.5239643213039096
9630.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-13,2025-05-13,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Other,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,70-74,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$100,000 to less than $125,000",West,Metropolitan,1.604400946201048,0.7163947935593507
2720.0,Paper,English,,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-05-21,2025-05-21,Poor,Worse,Urban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"Yes, self",No,I do not use the internet,Less often or does not use the internet,Yes,No,Catholic,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,Yes,Refused,Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A man,3,Yes,"Donald Trump, the Republican","Less than $30,000",South,Metropolitan,1.154893275476807,0.9781987869523977
13747.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-15,2025-05-15,Only fair,Worse,Refused/Web blank,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Protestant,College graduate+,Yes,Something else,Refused/Web blank,DK/Refused/No lean,No,Asian or Asian-American,Asian non-Hispanic,45-49,30-49,Another country (please specify):,A woman,2,Yes,"Donald Trump, the Republican","$125,000 to less than $150,000",West,Metropolitan,1.604400946201048,1.4480209870730505
13606.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-06,2025-05-06,Good,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",Yes,Less often,Less often or does not use the internet,Yes,No,Protestant,H.S. graduate or less,Yes,Independent,The Republican Party,Rep/Lean Rep,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,Another candidate,"$50,000 to less than $70,000",South,Non-metropolitan,1.604400946201048,0.3297794866258628
17589.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-04,2025-03-04,Only fair,Better,Rural,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,Less crime,Live comfortably,"Yes, self",No,Several times a day,Several times a day,No,Yes,Protestant,Some College,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Donald Trump, the Republican","$50,000 to less than $70,000",West,Metropolitan,0.802200473100524,0.5004156798017769
257.0,Online,English,English,"8 = 75%+ Hispanic, NOT 65%+ HS or less",2025-02-24,2025-02-24,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Extremely safe,It's not the government's job to protect people from themselves,More crime,Live comfortably,"Yes, someone else in household",Yes,Several times a day,Several times a day,No,Yes,Unaffiliated,Some College,Not sure,Democrat,,Dem/Lean Dem,Yes,White,Hispanic,25-29,18-29,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$100,000 to less than $125,000",South,Metropolitan,0.19248221257946788,0.2146436066930309
15592.0,Online,Spanish,Spanish,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",2025-03-12,2025-03-12,Poor,Better,Suburban,Americans are united when it comes to the most important values,Very safe,It's not the government's job to protect people from themselves,Refused/Web blank,Just meet my basic expenses,"No, nobody in household",No,I do not use the internet,Less often or does not use the internet,Yes,No,Catholic,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,Yes,Refused,Hispanic,70-74,65+,Another country (please specify):,A woman,2,Yes,"Kamala Harris, the Democrat","$30,000 to less than $40,000",West,Metropolitan,0.783130841714174,0.8789037473037359
4442.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Poor,Worse,Urban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Refused,College graduate+,Yes,Refused/Web blank,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A man,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",West,Metropolitan,1.604400946201048,0.47789760667321796
10349.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,About the same,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Live comfortably,"Yes, self",Yes,Several times a day,Several times a day,No,No,Unaffiliated,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A man,1,Yes,"Donald Trump, the Republican","Less than $30,000",West,Metropolitan,0.802200473100524,0.2861842232734421
3498.0,Paper,English,,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",2025-05-05,2025-05-05,Good,About the same,Urban,Americans are united when it comes to the most important values,Somewhat safe,Refused/Web blank,No difference,Don't even have enough to meet basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Refused/Web blank,No,Catholic,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,Yes,White,Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,3,No,,"Less than $30,000",Midwest,Metropolitan,0.48049289764303693,0.5575988741265704
13609.0,Paper,English,,"2 = 50%-74.99% Black non-Hispanic, NOT 65%+ HS or less",2025-05-05,2025-05-05,Good,Better,Urban,Americans are united when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Live comfortably,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,Yes,Protestant,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,35-39,30-49,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Kamala Harris, the Democrat","$150,000 or more",South,Metropolitan,0.577363668715013,0.7005078496999049
17398.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-02,2025-03-02,Only fair,Worse,Urban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Several times a day,Several times a day,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Refused,Refused,25-29,18-29,"U.S. - 50 states, District of Columbia",A woman,2,No,,"Less than $30,000",Midwest,Metropolitan,0.802200473100524,2.131946316101694
6336.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-28,2025-02-28,Excellent,Worse,Suburban,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"Yes, someone else in household",Yes,Several times a week,Daily or several times a week,Yes,No,Unaffiliated,College graduate+,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$150,000 or more",Midwest,Metropolitan,0.802200473100524,0.3023377648021949
9181.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-08,2025-05-08,Only fair,Worse,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,More crime,Live comfortably,"No, nobody in household",No,Almost constantly,Almost constantly,No,No,Catholic,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,55-59,50-64,"U.S. - 50 states, District of Columbia",A woman,1,Yes,"Donald Trump, the Republican","$125,000 to less than $150,000",West,Metropolitan,0.802200473100524,0.5077749332603428
16967.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-12,2025-03-12,Only fair,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Meet my basic expenses with a little left over for extras,"No, nobody in household",Yes,Almost constantly,Almost constantly,Yes,Yes,Protestant,Some College,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$70,000 to less than $100,000",South,Metropolitan,0.802200473100524,0.49093975359016534
17448.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-26,2025-02-26,Good,Better,Suburban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,More crime,Meet my basic expenses with a little left over for extras,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Unaffiliated,H.S. graduate or less,Yes,Democrat,,Dem/Lean Dem,No,Some other Race,Other,25-29,18-29,"U.S. - 50 states, District of Columbia",A woman,5 or more,No,,"Less than $30,000",Midwest,Metropolitan,1.2033007096507862,5.454124253915292
2952.0,Online,Spanish,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-10,2025-03-10,Poor,Better,Rural,Americans are united when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Several times a day,Several times a day,Yes,No,Catholic,Some College,Yes,Something else,The Republican Party,Rep/Lean Rep,Yes,Refused,Hispanic,30-34,30-49,Another country (please specify):,A woman,1,Yes,Another candidate,"Less than $30,000",Northeast,Metropolitan,0.401100236550262,0.2210770344536301
960.0,Paper,English,,"10 = Remaining CBG, NOT 65%+ HS or less",2025-05-05,2025-05-05,Only fair,About the same,Rural,Americans are divided when it comes to the most important values,Somewhat safe,Sometimes laws to protect people from themselves are necessary,No difference,Just meet my basic expenses,"No, nobody in household",No,I do not use the internet,Less often or does not use the internet,No,No,Protestant,H.S. graduate or less,No,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,80+,65+,"U.S. - 50 states, District of Columbia",A woman,1,No,,"Less than $30,000",South,Metropolitan,0.802200473100524,1.0112507547546605
4587.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-28,2025-02-28,Poor,Better,Rural,Americans are united when it comes to the most important values,Extremely safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",No,Almost constantly,Almost constantly,No,No,Other,Some College,Yes,Republican,,Rep/Lean Rep,No,Asian or Asian-American,Asian non-Hispanic,70-74,65+,Another country (please specify):,A woman,2,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",South,Non-metropolitan,0.802200473100524,0.4271152472336015
10341.0,Phone,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-03-09,2025-03-09,Poor,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,It's not the government's job to protect people from themselves,More crime,Live comfortably,"Yes, both myself and someone else",No,About once a day,Daily or several times a week,Yes,No,Catholic,Some College,Yes,Democrat,,Dem/Lean Dem,No,White,White non-Hispanic,75-79,65+,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Kamala Harris, the Democrat","$30,000 to less than $40,000",South,Metropolitan,1.604400946201048,0.6671237568612334
11653.0,Paper,English,,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",2025-05-05,2025-05-05,Poor,Worse,Urban,Americans are divided when it comes to the most important values,Not too safe,Sometimes laws to protect people from themselves are necessary,More crime,Just meet my basic expenses,"No, nobody in household",No,Almost constantly,Almost constantly,Yes,No,Protestant,H.S. graduate or less,No,Independent,The Democratic Party,Dem/Lean Dem,No,Black or African-American,Black non-Hispanic,45-49,30-49,"U.S. - 50 states, District of Columbia",A woman,Refused/Web blank,No,,"$30,000 to less than $40,000",South,Metropolitan,0.32032859842869127,0.6993572798339056
53.0,Online,English,English,"10 = Remaining CBG, NOT 65%+ HS or less",2025-02-25,2025-02-25,Only fair,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,Sometimes laws to protect people from themselves are necessary,Less crime,Meet my basic expenses with a little left over for extras,"Yes, someone else in household",Yes,Several times a day,Several times a day,No,No,Protestant,College graduate+,Yes,Republican,,Rep/Lean Rep,No,White,White non-Hispanic,60-64,50-64,"U.S. - 50 states, District of Columbia",A woman,2,Yes,"Donald Trump, the Republican","$70,000 to less than $100,000",Northeast,Metropolitan,0.802200473100524,0.5481650744706196
