RESPID,MODE,LANGUAGE,LANGUAGEINITIAL,LANG_PREF,SURVEYSTARTDATE,SURVEYENDDATE,BWAVE,BIDENT1_GEOSTRATA,ECON1MOD,ECON1BMOD,COMTYPE2,UNITY,CRIMESAFE,INFRASPEND,MOREGUNIMPACT,GAMBLERESTR,VET1,VOL12_CPS,EMINUSE,INTMOB,INTFREQ,INTFREQ_COLLAPSED,HOME4NW2,BBHOME,SMUSEa,SMUSEb,SMUSEc,SMUSEd,SMUSEe,SMUSEf,SMUSEg,SMUSEh,SMUSEi,SMUSEj,SMUSEk,RADIO,GPT1,DEVICE1A,SMART2,NHISLL,RELIG,RELIGCAT1,BORN,ATTENDPER,ATTENDONLINE2,RELIMP,PRAY,REGISTRATION,PARTY,PARTYLN,PARTYSUM,HISP,RACEMOD_1,RACEMOD_2,RACEMOD_3,RACEMOD_4,RACEMOD_5,RACEMOD_6,RACEMOD_99,RACEMOD_MIXEDOE,RACECMB,RACETHN,AGE,AGECAT,BIRTHPLACE,GENDER,MARITAL,EDUCATION,EDUCCAT,ADULTS,VOTED2020,VOTEGEN_POST,INC_SDT1,CREGION,DIVISION,METRO,BASEWT,WEIGHT
12478.0,Online,English,English,English,20240224,20240224,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Urban,Americans are divided when it comes to the most important values,Very safe,Increase a little,No difference,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this",No,A lot,"Yes, have a cell phone","Yes, smartphone",No,Atheist,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not at all important,Never,Yes,Independent,The Democratic Party,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,47.0,30-49,"U.S. - 50 states, District of Columbia",A man,Never married,"Bachelor's degree (such as BA, BS)",College graduate+,1.0,Yes,"Joe Biden, the Democrat","$60,000 to less than $70,000",Midwest,West North Central,Metropolitan,0.38836845051008706,0.2583238239733048
12482.0,Paper,English,,,,20240510,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,Better,Suburban,Americans are divided when it comes to the most important values,Very safe,Stay about the same,More crime,Restrictions on gambling are about right,"No, nobody in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",A few times a year,A few times a year,Somewhat important,Several times a day,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,63.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Married,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Joe Biden, the Democrat","$100,000 or more",South,West South Central,Metropolitan,1.5534738020403482,0.747234268895685
12489.0,Paper,English,,,,20240524,Full Launch,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Stay about the same,More crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,Jewish,Other,"No, not born-again or evangelical Christian",Seldom,Never,Somewhat important,Once a week,No,Independent,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,47.0,30-49,Another country,A woman,Never married,"Bachelor's degree (such as BA, BS)",College graduate+,1.0,No,,"$60,000 to less than $70,000",South,South Atlantic,Metropolitan,0.11015029946687316,0.11832636953074452
12492.0,Paper,English,,,,20240425,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Good,About the same,Rural,Americans are united when it comes to the most important values,Somewhat safe,Stay about the same,No difference,There should be FEWER restrictions on gambling than there are today,"Yes, someone else in household",No,Yes,Yes,Less often,Less often or does not use the internet,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Roman Catholic,Catholic,"No, not born-again or evangelical Christian",Seldom,Seldom,Not too important,Seldom,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,69.0,65+,"U.S. - 50 states, District of Columbia",A man,Married,Regular high school diploma or GED,H.S. graduate or less,2.0,Yes,"Donald Trump, the Republican","$100,000 or more",South,West South Central,Metropolitan,1.5534738020403482,1.4676031278577588
12494.0,Online,English,English,English,20240224,20240224,Full Launch,"6 = 50%-74.99% Hispanic, NOT 65%+ HS or less",Good,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a little,More crime,Restrictions on gambling are about right,"Yes, someone else in household",Yes,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,A lot,"Yes, have a cell phone","Yes, smartphone",No,Nothing in particular,Unaffiliated,"No, not born-again or evangelical Christian",Never,Never,Not at all important,Never,Yes,Democrat,,Dem/Lean Dem,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,59.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Married,Master's degree or higher,College graduate+,2.0,Yes,"Joe Biden, the Democrat","$100,000 or more",West,Pacific,Metropolitan,0.8669544178160234,0.43685277794889404
12495.0,Paper,English,,,,20240528,Full Launch,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",Don't know/Refused/Web blank,Better,Don't know/Refused/Web blank,Don't know/Refused/Web blank,Somewhat safe,Increase a lot,Don't know/Refused/Web blank,Don't know/Refused/Web blank,"No, nobody in household",No,Don't know/Refused/Web blank,Don't know/Refused/Web blank,,Refused,,,,,,,,,,,,,,Don't know/Refused/Web blank,A little,"Yes, have a cell phone",Don't know/Refused/Web blank,No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Seldom,Seldom,Very important,Once a day,Yes,Democrat,,Dem/Lean Dem,Don't know/Refused/Web blank,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,Black or African-American,Black non-Hispanic,80.0,65+,"U.S. - 50 states, District of Columbia",A woman,Never married,Don't know/Refused/Web blank,Refused,Don't know/Refused/Web blank,Don't know/Refused/Web blank,,Don't know/Refused/Web blank,South,South Atlantic,Metropolitan,0.11015029946687316,0.11145685431409874
12499.0,Paper,English,,,,20240523,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,Less crime,Restrictions on gambling are about right,"Yes, someone else in household",No,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,Mormon,Other,"No, not born-again or evangelical Christian",Seldom,Never,Somewhat important,Once a day,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,61.0,50-64,"U.S. - 50 states, District of Columbia",A man,Divorced,Some college credit but no degree,Some College,1.0,Yes,"Donald Trump, the Republican","$100,000 or more",West,Pacific,Metropolitan,0.7767369010201741,0.6556739467042654
12501.0,Online,English,English,English,20240324,20240324,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Poor,About the same,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Stay about the same,Less crime,There should be FEWER restrictions on gambling than there are today,"Yes, someone else in household",No,Yes,Yes,Several times a day,Several times a day,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","Yes, use this","Yes, use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"Yes, born-again or evangelical Christian",Seldom,A few times a year,Somewhat important,Once a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,62.0,50-64,"U.S. - 50 states, District of Columbia",A woman,Widowed,"Associate degree (such as AA, AS)",Some College,2.0,Yes,"Donald Trump, the Republican","$40,000 to less than $50,000",South,East South Central,Metropolitan,0.7767369010201741,0.4276706225115422
12502.0,Online,English,English,English,20240228,20240228,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,Better,Urban,Americans are divided when it comes to the most important values,Not at all safe,Increase a lot,Less crime,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Almost constantly,Almost constantly,Yes,"High-speed broadband like cable, fiber optic, wireless router, satellite, or DSL","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this","Yes, use this","Yes, use this","Yes, use this","No, don't use this","Yes, use this",No,A little,"Yes, have a cell phone","Yes, smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",Seldom,Never,Somewhat important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,48.0,30-49,"U.S. - 50 states, District of Columbia",A woman,Living with a partner,"Bachelor's degree (such as BA, BS)",College graduate+,2.0,Yes,"Donald Trump, the Republican","$100,000 or more",South,West South Central,Metropolitan,0.7767369010201741,0.521038773989541
12505.0,Online,English,English,English,20240318,20240318,Full Launch,"10 = Remaining CBG, NOT 65%+ HS or less",Only fair,About the same,Suburban,Americans are divided when it comes to the most important values,Very safe,Increase a lot,More crime,There should be MORE restrictions on gambling than there are today,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,No,,"Yes, use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","Yes, use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",No,A lot,"Yes, have a cell phone","Yes, smartphone",No,Muslim,Other,"No, not born-again or evangelical Christian",More than once a week,A few times a year,Very important,Several times a day,Yes,Independent,The Republican Party,Rep/Lean Rep,No,Not selected,Not selected,Selected,Not selected,Not selected,Not selected,Not selected,No,Asian or Asian-American,Asian non-Hispanic,44.0,30-49,Another country,A man,Married,Master's degree or higher,College graduate+,2.0,Yes,"Joe Biden, the Democrat","$100,000 or more",Midwest,East North Central,Metropolitan,0.7767369010201741,0.6466866304508274
12507.0,Paper,English,,,,20240528,Full Launch,"1 = 50%-74.99% Black non-Hispanic, 65%+ HS or less",Poor,Worse,Suburban,Americans are divided when it comes to the most important values,Somewhat safe,Increase a lot,No difference,Restrictions on gambling are about right,"No, nobody in household",Yes,Yes,Yes,Several times a day,Several times a day,No,,"No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this","No, don't use this",Yes,Nothing at all,"Yes, have a cell phone","No, not a smartphone",No,"Protestant (for example, Baptist, Methodist, Non-denominational, Lutheran, Presbyterian, Pentecostal, etc.)",Protestant,"No, not born-again or evangelical Christian",A few times a year,More than once a week,Very important,Several times a day,Yes,Republican,,Rep/Lean Rep,No,Selected,Not selected,Not selected,Not selected,Not selected,Not selected,Not selected,No,White,White non-Hispanic,65.0,65+,"U.S. - 50 states, District of Columbia",A woman,Divorced,Regular high school diploma or GED,H.S. graduate or less,2.0,Yes,"Donald Trump, the Republican","$30,000 to less than $40,000",South,South Atlantic,Metropolitan,0.22030059893374632,0.22521133641361912
